334/14:21:00,DISABLED,0,0,0,30,25
334/14:21:01,DISABLED,0,0,0,30,25
334/14:21:02,DISABLED,0,0,0,30,25
334/14:21:03,DISABLED,0,0,0,30,25
334/14:21:04,DISABLED,0,0,0,30,24
334/14:21:05,DISABLED,0,0,0,29,24
334/14:21:06,DISABLED,0,0,0,29,24
334/14:21:07,DISABLED,0,0,0,29,24
334/14:21:08,DISABLED,0,0,0,29,24
334/14:21:09,DISABLED,0,0,0,28,24
334/14:21:10,DISABLED,0,0,0,28,23
334/14:21:11,DISABLED,0,0,0,28,23
334/14:21:12,DISABLED,0,0,0,27,23
334/14:21:13,DISABLED,0,0,0,27,23
334/14:21:14,DISABLED,0,0,0,26,23
334/14:21:15,DISABLED,0,0,0,26,23
334/14:21:16,DISABLED,0,0,0,26,22
334/14:21:17,DISABLED,0,0,0,26,22
334/14:21:18,DISABLED,0,0,0,25,22
334/14:21:19,DISABLED,0,0,0,25,22
334/14:21:20,DISABLED,0,0,0,25,22
334/14:21:21,DISABLED,0,0,0,25,21
334/14:21:22,DISABLED,0,0,0,25,21
334/14:21:23,DISABLED,0,0,0,25,21
334/14:21:24,DISABLED,0,0,0,25,20
334/14:21:25,DISABLED,0,0,0,24,20
334/14:21:26,DISABLED,0,0,0,24,20
334/14:21:27,DISABLED,0,0,0,24,20
334/14:21:28,DISABLED,0,0,0,24,20
334/14:21:29,DISABLED,0,0,0,24,20
334/14:21:30,DISABLED,0,0,0,24,20
334/14:21:31,DISABLED,0,0,0,24,20
334/14:21:32,DISABLED,0,0,0,24,19
334/14:21:33,DISABLED,0,0,0,23,19
334/14:21:34,DISABLED,0,0,0,23,19
334/14:21:35,DISABLED,0,0,0,23,19
334/14:21:36,DISABLED,0,0,0,23,19
334/14:21:37,DISABLED,0,0,0,23,18
334/14:21:38,DISABLED,0,0,0,22,18
334/14:21:39,DISABLED,0,0,0,22,18
334/14:21:40,DISABLED,0,0,0,22,18
334/14:21:41,DISABLED,0,0,0,22,18
334/14:21:42,DISABLED,0,0,0,22,17
334/14:21:43,DISABLED,0,0,0,21,17
334/14:21:44,DISABLED,0,0,0,21,17
334/14:21:45,DISABLED,0,0,0,21,17
334/14:21:46,DISABLED,0,0,0,21,17
334/14:21:47,DISABLED,0,0,0,21,17
334/14:21:48,DISABLED,0,0,0,21,17
334/14:21:49,DISABLED,0,0,0,21,17
