335/18:17:16,IN USE,6601,0.43,0.013,34.9,29
335/18:17:21,IN USE,6601,0.43,0.013,34.9,29
335/18:17:25,IN USE,6601,0.43,0.013,34.9,29.1
335/18:17:27,IN USE,6601,0.43,0.013,34.9,29.1
335/18:17:28,IN USE,6601,0.43,0.013,34.9,29.1
335/18:17:30,IN USE,6601,0.43,0.013,34.9,29.1
335/18:17:31,IN USE,6601,0.43,0.013,34.9,29.1
335/18:17:32,IN USE,6601,0.43,0.013,34.9,29.1
335/18:17:33,IN USE,6601,0.43,0.013,34.9,29
335/18:17:34,IN USE,6601,0.43,0.013,34.9,29
335/18:17:35,IN USE,6601,0.43,0.013,34.9,29
335/18:17:38,IN USE,6601,0.43,0.013,34.9,29
335/18:17:43,IN USE,6601,0.43,0.013,34.9,29
335/18:17:46,IN USE,10000,0.43,0.013,34.9,0
335/18:17:49,IN USE,6601,0.43,0.013,34.9,29
335/18:17:52,IN USE,6601,0.43,0.013,34.9,29
335/18:17:56,IN USE,6601,0.43,0.013,34.9,29
335/18:17:59,IN USE,6600,0.43,0.013,34.9,29
335/18:18:02,IN USE,6600,0.43,0.013,34.9,29
335/18:18:04,IN USE,6600,0.43,0.013,34.9,29
335/18:18:08,IN USE,6601,0.43,0.013,34.9,29
335/18:18:11,IN USE,6601,0.43,0.013,34.9,29
335/18:18:14,IN USE,6601,0.43,0.013,34.9,29
335/18:18:18,IN USE,6601,0.43,0.013,34.9,29
335/18:18:21,IN USE,6601,0.43,0.013,34.9,29
335/18:18:25,IN USE,6601,0.42,0.012,34.9,29
335/18:18:27,IN USE,6601,0.42,0.012,34.9,29
335/18:18:31,IN USE,6601,0.42,0.012,34.9,29
335/18:18:34,IN USE,6601,0.42,0.013,34.9,29
335/18:18:38,IN USE,6601,0.42,0.013,34.9,29
335/18:18:40,IN USE,6601,0.42,0.013,34.9,29
335/18:18:43,IN USE,6601,0.42,0.013,34.9,29
335/18:18:47,IN USE,6601,0.42,0.013,34.9,29
335/18:18:50,IN USE,6601,0.42,0.013,34.9,29
335/18:18:55,IN USE,6601,0.42,0.013,34.9,29
335/18:18:58,IN USE,6601,0.42,0.013,34.9,29
335/18:19:01,IN USE,6601,0.42,0.013,34.9,29
335/18:19:04,IN USE,6601,0.42,0.013,34.9,29
335/18:19:07,IN USE,6600,0.42,0.013,34.9,29
335/18:19:13,IN USE,6600,0.42,0.013,34.9,29
335/18:19:17,IN USE,6600,0.42,0.013,34.9,29
335/18:19:22,IN USE,6600,0.42,0.013,34.9,29
335/18:19:25,IN USE,6600,0.42,0.013,34.9,29
335/18:19:28,IN USE,6600,0.42,0.013,34.9,29
335/18:19:31,IN USE,6601,0.42,0.013,34.9,29
335/18:19:34,IN USE,6601,0.42,0.013,34.9,29
335/18:19:38,IN USE,6601,0.42,0.013,34.9,29
335/18:19:41,IN USE,6601,0.42,0.013,34.9,29
335/18:19:45,IN USE,6601,0.43,0.013,34.9,29
335/18:19:48,IN USE,6601,0.43,0.013,34.9,29
